id,wavenum,fdvsavings_bu_s,ifssmokerstat,fdvgrossfw_bu_s
112401,2011,84000,0.0,84000
112402,2003,12650,0.0,14150
112402,2005,9800,0.0,26500
112402,2007, ,0.0, 
112402,2009,202,0.0,2202
112402,2011,26604,0.0,26604
112403,2003,13000,0.0,13000
112403,2005,12300,0.0,16300
112403,2007,10000,0.0,12000
112403,2009,6000,0.0,6000
112403,2011,6000,0.0,6000
112410,2003,18000,0.0,18100
112410,2005,14500,0.0,14500
112410,2007,nan,nan,nan
112410,2009,nan,nan,nan
112410,2011,nan,nan,nan
112412,2003,7600,2.0,7600
112412,2005,33000,2.0,71500
112412,2007,9000,2.0,12000
112412,2009,20000,2.0,21000
112412,2011,30000,2.0,30000
112413,2003,14000,2.0,70000
112413,2005,49000,2.0,293500
112413,2007,0,2.0,0
112413,2009,41000,2.0,258500
112413,2011,119000,2.0,569510
112415,2003,5000,0.0,13000
112415,2005,6000,0.0,9150
112415,2007,2000,0.0,3000
112415,2009,1000,0.0,2000
112415,2011,6000,0.0,6000
112418,2003,89000,0.0,155506
112418,2005,32420.32421875,0.0,69906
112418,2007,20000,0.0,22500
112418,2009,4000,0.0,604102
112418,2011,19130,0.0,21835
112419,2003,0,0.0,68000
112419,2005,18000,0.0,30000
112419,2007,20000,0.0,40000
112419,2009, ,0.0, 
112419,2011,9294.1171875,0.0,79000
112422,2003,300,2.0,25440
112422,2005,0,2.0,28100
112422,2007,11000,2.0,28242
112422,2009,756.68017578125,2.0,26700
112422,2011,300,2.0,22300
112424,2003,16000,0.0,52100
112424,2005,24500,0.0,50000
112424,2007,109000,0.0,191600
112424,2009,147000,0.0,216000
112424,2011,74800,-2.0,74800
112426,2003,3500,4.0,3501
112426,2005,8200,4.0,48200
112426,2007, ,4.0, 
112426,2009,43200,4.0,46700
112426,2011, ,4.0, 
112427,2003,5750,2.0,9250
112427,2005,24000,2.0,32000
112427,2007, ,2.0, 
112427,2009,140000,2.0,150450
112427,2011,2684.21044921875,2.0,176800
112428,2003,1800,4.0,11800
112428,2005,4500,4.0,14500
112428,2007,nan,nan,nan
112428,2009,nan,nan,nan
112428,2011,nan,nan,nan
112430,2003,12800,0.0,45242
112430,2005,13000,0.0,75000
112430,2007,47090,0.0,107090
112430,2009,3400,0.0,3400
112430,2011,1500,0.0,1500
112432,2003,7000,0.0,7000
112432,2005,9600,0.0,9600
112432,2007,8800,0.0,10850
112432,2009,2800,0.0,2800
112432,2011,5400,0.0,5400
112434,2003,7900,4.0,9405
112434,2005,3387,4.0,3990
112434,2007,625,4.0,3135
112434,2009,10100,2.0,10100
112434,2011,1200,2.0,8220
112435,2003,25000,0.0,125001
112435,2005,6000,0.0,72600
112435,2007,7000,0.0,14501
112435,2009,14000,0.0,37920
112435,2011,7000,1.0,7000
112437,2003,5000,0.0,5000
112437,2005,3000,0.0,3000
112437,2007,4000,0.0,4000
112437,2009,5000,-2.0,5000
112437,2011,999,0.0,999
112440,2003,36486.9296875,0.0,81200
112440,2005,65021.03515625,0.0,154551
112440,2007,31025,0.0,107282
112440,2009,60000,0.0,95270
112440,2011,152826.90625,0.0,184900
112441,2003,30000,3.0,64800
112441,2005,41900,3.0,105600
112441,2007,33100,3.0,104960
112441,2009,57450,3.0,82450
112441,2011,43500,3.0,65000
112442,2003,6000,0.0,19000
112442,2005,26086.95703125,0.0,30000
112442,2007,16000,0.0,16000
112442,2009,14000,0.0,24000
112442,2011,27000,0.0,27000
112444,2003,27441,2.0,182041
112444,2005,75757,2.0,84932
112444,2007,178874.015625,2.0,208114
112444,2009,122980,2.0,130980
112444,2011,76166,2.0,84410
112445,2003, ,4.0, 
112445,2005, ,4.0, 
112445,2007, ,2.0, 
112445,2009, ,4.0, 
112445,2011, ,4.0, 
112446,2003,7395.91162109375,2.0,7449.5048828125
112446,2005,96000,2.0,96505
112446,2007,337800,2.0,337800
112446,2009,nan,nan,nan
112446,2011,nan,nan,nan
112450,2003,14000,2.0,22500
112450,2005,19000,2.0,30300
112450,2007,24500,2.0,61500
112450,2009,51000,2.0,93000
112450,2011,14000,2.0,67000
112453,2003,0,0.0,0
112453,2005,0,0.0,0
112453,2007,500,0.0,500
112453,2009,400,0.0,400
112453,2011,400,3.0,400
112454,2003,500,2.0,500
112454,2005,844,2.0,844
112454,2007,155,2.0,155
112454,2009,nan,nan,nan
112454,2011,nan,nan,nan
112456,2003,0,-2.0,0
112456,2005,40000,1.0,40000
112456,2007,2,1.0,2
112456,2009, ,1.0, 
112456,2011, ,1.0, 
112458,2003,46705.59375,0.0,54300
112458,2005,20000,0.0,23000
112458,2007,14000,0.0,44000
112458,2009,9250,0.0,20250
112458,2011,16923.076171875,0.0,44000
112461,2003,12800,2.0,24300
112461,2005,16130,2.0,34130
112461,2007,33500,2.0,39700
112461,2009,11500,2.0,14600
112461,2011,3000,2.0,3000
112462,2003,8000,3.0,9415
112462,2005,nan,nan,nan
112462,2007,nan,nan,nan
112462,2009,nan,nan,nan
112462,2011,nan,nan,nan
112463,2003,11681.119140625,3.0,28800
112463,2005,1378.2177734375,3.0,23200
112463,2007,5164.28564453125,3.0,48200
112463,2009,14000,3.0,14000
112463,2011,28000,3.0,28000
112464,2003,12900,2.0,45900
112464,2005,166000,2.0,239000
112464,2007,34000,2.0,252000
112464,2009,39300,2.0,118300
112464,2011,49500,2.0,127000
112466,2003,50,4.0,50
112466,2005,4500,4.0,4500
112466,2007,4000,4.0,4000
112466,2009,10,4.0,10
112466,2011,200,4.0,200
112473,2003,1000,2.0,31400
112473,2005,17000,2.0,18000
112473,2007,2500,2.0,5000
112473,2009,45000,2.0,45000
112473,2011,20000,2.0,21000
112474,2003,58,4.0,58
112474,2005, ,4.0, 
112474,2007, ,4.0, 
112474,2009, ,2.0, 
112474,2011,20000,2.0,25000
112478,2003,40,4.0,40
112478,2005,800,4.0,800
112478,2007,700,2.0,700
112478,2009,866,4.0,866
112478,2011,2000,4.0,2000
112484,2003, ,2.0, 
112484,2005,39000,2.0,74000
112484,2007,5000,2.0,5000
112484,2009,44000,2.0,44000
112484,2011,17000,2.0,17000
112486,2003,5100,2.0,16100
112486,2005,5000,2.0,19500
112486,2007,6333.33349609375,2.0,9500
112486,2009,10800,2.0,16801
112486,2011,25500,2.0,36500
112487,2003,3028,2.0,3028
112487,2005,2200,2.0,2200
112487,2007,6230,2.0,46230
112487,2009,54620.6875,2.0,176000
112487,2011,12215,2.0,94215
112488,2003,18000,2.0,18100
112488,2005,18400,2.0,19270
112488,2007,10000,2.0,40950
112488,2009,8000,2.0,17200
112488,2011,56300,2.0,57265
112489,2003,5000,2.0,11600
112489,2005,64000,2.0,68505
112489,2007,81000,2.0,86020
112489,2009,190000,2.0,193015
112489,2011,67000,2.0,121505
112491,2003,3800,0.0,6800
112491,2005,14200,0.0,45200
112491,2007,8500,0.0,68500
112491,2009,12000,0.0,23000
112491,2011,7000,0.0,72000
112492,2003,4500,4.0,7000
112492,2005,1500,4.0,3500
112492,2007,75000,4.0,77500
112492,2009,70000,4.0,70000
112492,2011,70000,4.0,70000
112493,2003,5200,2.0,25200
112493,2005,46000,2.0,87150
112493,2007,11900,2.0,87500
112493,2009,10000,2.0,60000
112493,2011,75000,2.0,108200
112494,2003,10000,0.0,38000
112494,2005,101000,0.0,116000
112494,2007,41500,0.0,53500
112494,2009,87000,0.0,117000
112494,2011,24000,0.0,34000
112496,2003,53714.28515625,0.0,235000
112496,2005,38000,0.0,54000
112496,2007,14204,0.0,90204
112496,2009,9000,0.0,105000
112496,2011,13000,0.0,104000
112498,2003,7000,0.0,52000
112498,2005,13000,0.0,43000
112498,2007,12000,0.0,30000
112498,2009,15400,0.0,15400
112498,2011,39000,0.0,39000
112500,2003,23000,4.0,43010
112500,2005,17800,2.0,34310
112500,2007,77160.8828125,2.0,77160.8828125
112500,2009,28000,4.0,28010
112500,2011,20000,2.0,20000
112502,2003,3500,0.0,3510
112502,2005,2000,0.0,2010
112502,2007,4000,0.0,4010
112502,2009,3300,-2.0,3310
112502,2011,2600,0.0,2610
112503,2003,21200,0.0,21200
112503,2005,30000,0.0,30000
112503,2007,5100,0.0,29600
112503,2009,29769.23046875,0.0,30100
112503,2011,8700,0.0,30802
112504,2003,144141,0.0,925005
112504,2005,203079.390625,0.0,1153910
112504,2007,524952.0625,0.0,1645406
112504,2009,35075.14453125,0.0,692163
112504,2011,10921,0.0,767227
112506,2003,3400,0.0,3400
112506,2005,16000,0.0,16000
112506,2007,8588,0.0,8588
112506,2009,7600,0.0,7600
112506,2011,20000,0.0,30000
112508,2003,13000,4.0,66000
112508,2005,22500,4.0,35504
112508,2007,26000,4.0,41500
112508,2009,42000,4.0,42000
112508,2011,33000,4.0,40000
112510,2003,4000,3.0,4000
112510,2005,2000,3.0,2000
112510,2007,2000,3.0,2000
112510,2009,5000,3.0,5000
112510,2011,1000,3.0,1000
112514,2003,35000,0.0,607000
112514,2005,15000,0.0,395013
112514,2007,5000,0.0,178800
112514,2009,10000,0.0,520015
112514,2011,2200,0.0,932200
112517,2003,19000,0.0,24500
112517,2005,39000,0.0,66055
112517,2007,50500,0.0,64100
112517,2009,111200,0.0,116500
112517,2011,351444.28125,0.0,366300
112518,2003,5000,2.0,6750
112518,2005,5000,2.0,10000
112518,2007,2000,2.0,2000
112518,2009,500,2.0,600
112518,2011,12001,2.0,43101
112521,2003,4500,0.0,5160
112521,2005,44000,0.0,49128
112521,2007,52500,0.0,60808
112521,2009,43000,0.0,44208
112521,2011,68000,0.0,78008
112522,2003,3500,2.0,3500
112522,2005,90,2.0,90
112522,2007,0,4.0,0
112522,2009,0,4.0,0
112522,2011,0,4.0,0
112523,2003,32406.494140625,1.0,57006
112523,2005,53104.5546875,1.0,53220
112523,2007,53041.078125,1.0,53055
112523,2009,57500,1.0,57520
112523,2011,45496.21484375,1.0,45510
112529,2003,1578,2.0,1578
112529,2005,4000,2.0,4000
112529,2007,4000,2.0,5000
112529,2009,5000,2.0,6100
112529,2011,3375,2.0,3375
112534,2003,8000,0.0,8000
112534,2005, ,0.0, 
112534,2007, ,0.0, 
112534,2009,7500,0.0,7500
112534,2011, ,0.0, 
112535,2003,1000,0.0,1000
112535,2005,300,0.0,300
112535,2007,5000,0.0,5000
112535,2009,nan,nan,nan
112535,2011,nan,nan,nan
112536,2003,50000,0.0,50000
112536,2005,66433,0.0,80751
112536,2007,29000,0.0,48500
112536,2009,nan,nan,nan
112536,2011,nan,nan,nan
112539,2003,10000,2.0,13500
112539,2005,25000,2.0,38000
112539,2007,44000,2.0,59000
112539,2009,40000,2.0,40000
112539,2011,4000,2.0,4000
112540,2003,1,4.0,1
112540,2005,50,4.0,50
112540,2007,153,4.0,153
112540,2009,40,4.0,40
112540,2011,300,4.0,300
112541,2003,102000,0.0,187100
112541,2005,75978.3203125,0.0,173019
112541,2007,37000,0.0,222000
112541,2009,65980,0.0,250180
112541,2011,171500,0.0,301900
112542,2003,12476.3037109375,4.0,175500
112542,2005,18000,2.0,64000
112542,2007,4800,2.0,48800
112542,2009,15274,2.0,100274
112542,2011,7832,4.0,97832
112543,2003,96145.8515625,0.0,3296064
112543,2005,103012.046875,0.0,6840000
112543,2007,0,0.0,10000
112543,2009,1250000,0.0,1350000
112543,2011,2090,0.0,614494
112545,2003,1200,2.0,2010
112545,2005,2000,2.0,3420
112545,2007,250,2.0,870
112545,2009,55000,2.0,55350
112545,2011,3000,2.0,3810
112548,2003,15000,2.0,16520
112548,2005,7000,2.0,7005
112548,2007,8000,2.0,8005
112548,2009,2500,2.0,2555
112548,2011,7800,2.0,7800
112550,2003,2000,0.0,7000
112550,2005,524,0.0,5524
112550,2007,1735,0.0,7235
112550,2009,nan,nan,nan
112550,2011,nan,nan,nan
112559,2003,51300,2.0,51600
112559,2005,97000,2.0,104300
112559,2007,138000,2.0,144402
112559,2009,105405,2.0,105405
112559,2011,134500,2.0,134500
112565,2003,90750,0.0,132000
112565,2005,95600,0.0,198600
112565,2007,113982,0.0,184982
112565,2009,115200,0.0,415400
112565,2011,96520,-2.0,268820
112566,2003,3000,0.0,3000
112566,2005,12000,0.0,42000
112566,2007,2600,0.0,34600
112566,2009,200,0.0,40200
112566,2011,60000,0.0,60000
112567,2003,6000,0.0,12000
112567,2005,23800,0.0,23801
112567,2007,20000,0.0,32001
112567,2009,8700,0.0,13800
112567,2011,11000,2.0,14500
112568,2003,1500,4.0,11500
112568,2005,400,4.0,30400
112568,2007,300,4.0,1500
112568,2009,750,4.0,750
112568,2011,28000,4.0,28000
112570,2003,100,0.0,100
112570,2005,55,0.0,55
112570,2007,200,0.0,200
112570,2009,3000,0.0,9000
112570,2011,600,0.0,600
112571,2003,2600,0.0,3552
112571,2005,16500,0.0,67302
112571,2007,39557.015625,0.0,116831.1953125
112571,2009,16389.611328125,0.0,139311.6875
112571,2011,467389.875,0.0,525007.75
112573,2003,15000,4.0,15000
112573,2005,22976,4.0,22976
112573,2007,12000,4.0,12000
112573,2009,14516,4.0,14516
112573,2011,14700,4.0,14700
112575,2003,4000,1.0,4000
112575,2005, ,1.0, 
112575,2007,nan,nan,nan
112575,2009,nan,nan,nan
112575,2011,nan,nan,nan
112578,2003,900,1.0,1900
112578,2005,3300,1.0,6510
112578,2007,3600,1.0,10710
112578,2009,9000,1.0,10110
112578,2011,2840,1.0,4240
112580,2003,25000,0.0,125001
112580,2005,6000,0.0,72600
112580,2007,7000,0.0,14501
112580,2009,14000,0.0,37920
112580,2011,7000,0.0,7000
112582,2003,1680.06579589844,4.0,38593
112582,2005,nan,nan,nan
112582,2007,nan,nan,nan
112582,2009,nan,nan,nan
112582,2011,nan,nan,nan
112583,2003,9000,0.0,9000
112583,2005,16000,0.0,16000
112583,2007,13500,0.0,13500
112583,2009,24000,0.0,24000
112583,2011,26000,0.0,26000
112584,2003,36000,2.0,108000
112584,2005,25000,2.0,87830
112584,2007,nan,nan,nan
112584,2009,33600,2.0,69600
112584,2011,33000,2.0,70000
112588,2003,1000,2.0,1000
112588,2005,600,2.0,600
112588,2007,700,2.0,700
112588,2009,1000,2.0,1000
112588,2011,1200,2.0,1200
112590,2003,1055,2.0,1055
112590,2005,2764,2.0,2764
112590,2007,836,2.0,836
112590,2009,nan,nan,nan
112590,2011,nan,nan,nan
112593,2003,17827.16015625,0.0,18050
112593,2005,12200,0.0,21732
112593,2007,15500,0.0,68650
112593,2009,20000,0.0,30275
112593,2011,19300,0.0,29550
112597,2003,1000,3.0,1000
112597,2005,nan,nan,nan
112597,2007,nan,nan,nan
112597,2009,nan,nan,nan
112597,2011,nan,nan,nan
112599,2003,17000,2.0,23000
112599,2005,16000,2.0,18500
112599,2007,13000,2.0,13000
112599,2009,11000,2.0,11100
112599,2011,19000,2.0,23000
112601,2003,22000,0.0,146000
112601,2005,41475,0.0,42000
112601,2007,9000,0.0,19300
112601,2009,12000,0.0,12000
112601,2011,26492.95703125,0.0,85500
112603,2003,4500,-2.0,5681
112603,2005,nan,nan,nan
112603,2007,7000,3.0,8000
112603,2009,nan,nan,nan
112603,2011,nan,nan,nan
112606,2003,30000,4.0,67600
112606,2005,7200,2.0,36200
112606,2007,25000,4.0,25900
112606,2009,50000,2.0,59100
112606,2011,10000,2.0,146500
112607,2003,9500,0.0,29500
112607,2005,11000,0.0,34700
112607,2007,8700,0.0,43700
112607,2009,15000,0.0,35000
112607,2011,19140,0.0,43500
112610,2003,1300,2.0,6300
112610,2005,0,2.0,0
112610,2007,3000,2.0,3000
112610,2009,6000,2.0,9000
112610,2011,10500,2.0,10500
112612,2003,6200,2.0,53405
112612,2005,9600,2.0,62025
112612,2007,5900,2.0,53156
112612,2009,38960,2.0,89965
112612,2011,61116.19140625,2.0,82405
112613,2003,3500,4.0,3530
112613,2005,4500,4.0,11530
112613,2007,7000,4.0,7030
112613,2009,8500,4.0,8530
112613,2011,15000,4.0,15030
112614,2003,2500,0.0,5750
112614,2005,11134,0.0,16134
112614,2007,7900,0.0,7905
112614,2009,9000,0.0,9020
112614,2011,3400,0.0,3400
112620,2003,14000,2.0,22500
112620,2005,19000,2.0,30300
112620,2007,24500,2.0,61500
112620,2009,51000,2.0,93000
112620,2011,14000,2.0,67000
112627,2003,2000,0.0,2000
112627,2005,50827.95703125,0.0,50827.95703125
112627,2007,60000,0.0,135000
112627,2009,0,0.0,20000
112627,2011,31000,0.0,51000
112629,2003,2000,2.0,4600
112629,2005,5000,2.0,7200
112629,2007,55000,2.0,61078
112629,2009,3000,2.0,33000
112629,2011,15000,2.0,46100
112631,2003,13500,2.0,27000
112631,2005,38000,2.0,50000
112631,2007,24000,2.0,42000
112631,2009,39230,2.0,39230
112631,2011,51000,2.0,51000
112633,2003,52000,2.0,77800
112633,2005,65000,2.0,81500
112633,2007,75000,2.0,90000
112633,2009,100872.7109375,2.0,154900
112633,2011,50650,2.0,137150
112642,2003,2000,2.0,7000
112642,2005,524,2.0,5524
112642,2007,nan,nan,nan
112642,2009,nan,nan,nan
112642,2011,nan,nan,nan
112643,2003,12476.3037109375,2.0,175500
112643,2005,18000,2.0,64000
112643,2007,nan,nan,nan
112643,2009,nan,nan,nan
112643,2011,nan,nan,nan
112645,2003,750,3.0,950
112645,2005,2000,3.0,2100
112645,2007,0,3.0,0
112645,2009,4000,3.0,4000
112645,2011,0,3.0,0
112646,2003,12000,0.0,12000
112646,2005,25000,0.0,25000
112646,2007,0,0.0,0
112646,2009,40000,0.0,40000
112646,2011,40000,0.0,40010
112652,2003,3500,2.0,5500
112652,2005,nan,nan,nan
112652,2007,nan,nan,nan
112652,2009,nan,nan,nan
112652,2011,47839.8046875,2.0,47839.8046875
112654,2003,6000,2.0,6200
112654,2005,1000,2.0,1200
112654,2007,5000,2.0,14000
112654,2009,173000,2.0,179000
112654,2011,28000,2.0,60500
112655,2003,22000,0.0,114010
112655,2005,33620.75,0.0,259660.59375
112655,2007,51000,0.0,96500
112655,2009,47400,0.0,108480
112655,2011,15700,0.0,16750
112656,2003,300,4.0,300
112656,2005,1000,4.0,1000
112656,2007,1000,4.0,1000
112656,2009,6500,4.0,6500
112656,2011,9000,4.0,9000
112657,2003,22086,4.0,24086
112657,2005,19000,4.0,19500
112657,2007,nan,nan,nan
112657,2009,nan,nan,nan
112657,2011,nan,nan,nan
112658,2003,84000,4.0,89970
112658,2005,84000,4.0,84100
112658,2007,25000,2.0,25100
112658,2009,264000,4.0,264200
112658,2011,159000,4.0,159150
112659,2003,174000,2.0,231320
112659,2005,85973,2.0,203973
112659,2007,198169.734375,2.0,274000
112659,2009,92810,2.0,352810
112659,2011,15000,2.0,45000
112662,2003,52000,2.0,77800
112662,2005,65000,2.0,81500
112662,2007,75000,2.0,90000
112662,2009,100872.7109375,2.0,154900
112662,2011,50650,2.0,137150
112666,2003,13000,0.0,13000
112666,2005,6000,0.0,6000
112666,2007,16000,0.0,16000
112666,2009,1274,0.0,1274
112666,2011,18600,0.0,18600
112668,2003,0,1.0,0
112668,2005,0,1.0,0
112668,2007,0,1.0,0
112668,2009,0,1.0,0
112668,2011,0,1.0,0
112669,2003,31986.67578125,2.0,32008
112669,2005,68000,2.0,107000
112669,2007,12647.9853515625,2.0,47300
112669,2009,5397,2.0,40397
112669,2011,6906.55712890625,2.0,38300
112670,2003,70,0.0,70
112670,2005,100,0.0,100
112670,2007,150,0.0,150
112670,2009,600,0.0,600
112670,2011,450,3.0,450
112671,2003,2742,2.0,2742
112671,2005,200,2.0,200
112671,2007,600,2.0,600
112671,2009,nan,nan,nan
112671,2011,nan,nan,nan
112672,2003,35000,0.0,607000
112672,2005,15000,0.0,395013
112672,2007,5000,0.0,178800
112672,2009,10000,0.0,520015
112672,2011,2200,0.0,932200
112679,2003,425163.125,2.0,428200
112679,2005,42000,2.0,92200
112679,2007,42000,2.0,42200
112679,2009,7000,2.0,72200
112679,2011,58000,2.0,218200
112681,2003,592357.625,3.0,1077726.875
112681,2005,409291.6875,3.0,1084297
112681,2007,279483.6875,3.0,1120506
112681,2009,377002.84375,3.0,1418612
112681,2011,336021.8125,3.0,1134401
112682,2003,16000,4.0,21000
112682,2005,9100,4.0,12700
112682,2007,0,4.0,13500
112682,2009,8000,4.0,12000
112682,2011,3000,4.0,13000
112683,2003,11000,0.0,13000
112683,2005,10000,0.0,14250
112683,2007, ,0.0, 
112683,2009,5000,0.0,5025
112683,2011,30000,0.0,34000
112688,2003,136500,3.0,161500
112688,2005,71000,3.0,176000
112688,2007,69000,3.0,244000
112688,2009,21200,3.0,5375200
112688,2011,18200,3.0,88700
112689,2003,2800,4.0,3810
112689,2005,100,2.0,105
112689,2007,60,4.0,75
112689,2009,7000,4.0,7000
112689,2011,10000,4.0,10000
112695,2003,1256.41027832031,4.0,24500
112695,2005,42197.84765625,4.0,2200166
112695,2007,33000,4.0,189500
112695,2009,73641.4921875,4.0,355385.1875
112695,2011,nan,nan,nan
112696,2003,1000,0.0,9805
112696,2005,6400,0.0,14401
112696,2007,4010,0.0,4030
112696,2009,100,0.0,100
112696,2011,52500,0.0,52505
112698,2003,44776.87890625,2.0,122317
112698,2005,8800,2.0,17910
112698,2007,11993,2.0,20613
112698,2009,nan,nan,nan
112698,2011,nan,nan,nan
112699,2003,51000,3.0,82000
112699,2005,0,3.0,8000
112699,2007,45000,3.0,188000
112699,2009,22000,3.0,24000
112699,2011,116000,3.0,116150
112700,2003,4000,2.0,4000
112700,2005,13500,4.0,13501
112700,2007,2000,4.0,2000
112700,2009,18000,4.0,18000
112700,2011,3000,4.0,3000
112701,2003,5600,4.0,5600
112701,2005,400,4.0,400
112701,2007,400,4.0,400
112701,2009,1230,4.0,1230
112701,2011,400,4.0,400
112703,2003,2000,4.0,2000
112703,2005,500,4.0,500
112703,2007,2000,4.0,2000
112703,2009,200,4.0,200
112703,2011,6000,4.0,6000
112704,2003,25900,0.0,390900
112704,2005,28790.15234375,0.0,446311
112704,2007,14000,0.0,1181945
112704,2009,44565,0.0,648475
112704,2011,24889,0.0,316534
112705,2003,37989.15625,2.0,78020
112705,2005,41283.66796875,2.0,162700
112705,2007,48000,2.0,109000
112705,2009,45000,2.0,45000
112705,2011,23000,2.0,39500
112706,2003,5000,0.0,5000
112706,2005,5000,0.0,5010
112706,2007,5000,0.0,5025
112706,2009,5000,0.0,5010
112706,2011,51000,1.0,81000
112709,2003,8000,0.0,8000
112709,2005,500,0.0,31150
112709,2007,6000,0.0,6050
112709,2009,4000,0.0,10000
112709,2011,3000,3.0,3000
112711,2003,3000,2.0,3000
112711,2005,0,2.0,0
112711,2007,nan,nan,nan
112711,2009,nan,nan,nan
112711,2011,nan,nan,nan
112713,2003,20000,0.0,345000
112713,2005,nan,nan,nan
112713,2007,nan,nan,nan
112713,2009,nan,nan,nan
112713,2011,nan,nan,nan
112714,2003,9000,0.0,57000
112714,2005,28000,0.0,101005
112714,2007,11000,0.0,71000
112714,2009,5000,0.0,75000
112714,2011,25300,0.0,100300
112715,2003,12000,2.0,22000
112715,2005,71000,2.0,90600
112715,2007,nan,nan,nan
112715,2009,nan,nan,nan
112715,2011,nan,nan,nan
112717,2003,16300,2.0,16300
112717,2005,11500,2.0,11500
112717,2007,16000,2.0,26000
112717,2009,14000,2.0,14000
112717,2011,15000,2.0,15000
112718,2003,100000,2.0,180000
112718,2005,2700,2.0,2700
112718,2007,0,2.0,55000
112718,2009,3735,2.0,11735
112718,2011,4000,2.0,54000
112719,2003,29000,0.0,46000
112719,2005,121533.078125,0.0,224600
112719,2007,12350,0.0,41850
112719,2009,nan,nan,nan
112719,2011,106000,0.0,195500
112720,2003,87954.546875,4.0,90000
112720,2005,54000,4.0,300000
112720,2007,10607.6337890625,4.0,875747
112720,2009,164000,4.0,168500
112720,2011,68500,4.0,73500
112722,2003,35000,1.0,135702
112722,2005,5140,4.0,130420
112722,2007,3000,2.0,248000
112722,2009,7500,2.0,75000
112722,2011, ,2.0, 
112725,2003,1300,4.0,1300
112725,2005,2200,4.0,2200
112725,2007,4000,4.0,4000
112725,2009,3400,4.0,3400
112725,2011,1200,2.0,1200
112726,2003,5000,4.0,5000
112726,2005,18000,4.0,49000
112726,2007,0,4.0,80000
112726,2009,0,4.0,0
112726,2011,2000,4.0,99000
112727,2003,25000,2.0,33800
112727,2005,15000,2.0,19000
112727,2007,23000,2.0,29010
112727,2009,1200,2.0,1200
112727,2011,17000,2.0,417000
112728,2003,0,0.0,0
112728,2005,7000,0.0,12050
112728,2007,6400,0.0,7700
112728,2009,2600,0.0,7600
112728,2011,3400,0.0,18400
112731,2003,32905.828125,2.0,61150
112731,2005,80594.3515625,2.0,101100
112731,2007,90000,2.0,135000
112731,2009,15250,2.0,55250
112731,2011,7100,2.0,47100
112732,2003,5000,0.0,5000
112732,2005,4500,0.0,4500
112732,2007,4500,0.0,4500
112732,2009,4500,0.0,4500
112732,2011,4000,0.0,4000
112734,2003,5000,0.0,5000
112734,2005,5000,0.0,5010
112734,2007,5000,0.0,5025
112734,2009,5000,0.0,5010
112734,2011,51000,0.0,81000
112736,2003,0,4.0,0
112736,2005,5500,2.0,5500
112736,2007,2000,2.0,2000
112736,2009,nan,nan,nan
112736,2011,nan,nan,nan
112739,2003,11000,0.0,26000
112739,2005,26000,0.0,36100
112739,2007,7500,0.0,22600
112739,2009,18000,0.0,55000
112739,2011,6000,0.0,36000
112740,2003,20,0.0,20
112740,2005,115,0.0,2115
112740,2007,nan,nan,nan
112740,2009,nan,nan,nan
112740,2011,nan,nan,nan
112741,2003, ,2.0, 
112741,2005,11200,2.0,11200
112741,2007,12100,2.0,22100
112741,2009,198000,2.0,198500
112741,2011,150000,2.0,230000
112743,2003,29000,0.0,40025
112743,2005,33000,0.0,60050
112743,2007,84500,0.0,146500
112743,2009,85692,0.0,95772
112743,2011,62400,0.0,70430
112746,2003,1839.13049316406,3.0,10575
112746,2005,3800,3.0,44500
112746,2007,2188,3.0,2738
112746,2009,200,3.0,1300
112746,2011,6300.0,3.0,9300.0
112747,2003,50000,2.0,50000
112747,2005,66433,2.0,80751
112747,2007,nan,nan,nan
112747,2009,nan,nan,nan
112747,2011,nan,nan,nan
112750,2003,12000,2.0,130000
112750,2005,35058,2.0,103058
112750,2007, ,2.0, 
112750,2009,11500,2.0,79400
112750,2011, ,2.0, 
112751,2003,18000,2.0,18100
112751,2005,18400,2.0,19270
112751,2007,10000,2.0,40950
112751,2009,8000,2.0,17200
112751,2011,56300,2.0,57265
112753,2003,64418.3671875,2.0,88500
112753,2005,91815.15625,2.0,131100
112753,2007,43000,2.0,63000
112753,2009,148000,2.0,209785
112753,2011,31000,2.0,215000
112760,2003,4,4.0,4
112760,2005,0,4.0,0
112760,2007,10,4.0,10
112760,2009,1,4.0,1
112760,2011,2,4.0,2
112762,2003,19000,0.0,19100
112762,2005,39500,0.0,40150
112762,2007,17000,0.0,18500
112762,2009,3000,0.0,3000
112762,2011,2000,0.0,2000
112764,2003,300,0.0,300
112764,2005,180480,0.0,180480
112764,2007,0,0.0,0
112764,2009,347,0.0,347
112764,2011,0,0.0,0
112765,2003,2000,2.0,2000
112765,2005,2500,2.0,2500
112765,2007,nan,nan,nan
112765,2009,nan,nan,nan
112765,2011,nan,nan,nan
112767,2003,7500,4.0,93500
112767,2005,21000,2.0,75000
112767,2007,nan,nan,nan
112767,2009,nan,nan,nan
112767,2011,nan,nan,nan
112768,2003,12500,3.0,29500
112768,2005,75000,3.0,245000
112768,2007,20000,3.0,52000
112768,2009,68000,3.0,84000
112768,2011,78000,3.0,122000
112769,2003,75000,0.0,170000
112769,2005,80000,0.0,85000
112769,2007,143000,0.0,146300
112769,2009,107000,0.0,107400
112769,2011,27000,0.0,28000
112771,2003,17000,3.0,23025
112771,2005,10000,3.0,113000
112771,2007,42500,3.0,141516
112771,2009,18600,3.0,28500
112771,2011, ,3.0, 
