id,wavenum,fdvsavings_bu_s,ifssmokerstat,fdvgrossfw_bu_s
105720,2007,16000,4.0,17800
105720,2009,20000,4.0,59010
105720,2011,65912.1953125,4.0,281500
105722,2003,3200,2.0,7700
105722,2005,0,2.0,800
105722,2007,10000,2.0,10000
105722,2009,2300,2.0,2300
105722,2011,2000,2.0,2000
105723,2003,30600,3.0,52100
105723,2005,3000,3.0,175000
105723,2007,6512.8203125,3.0,127000
105723,2009,20000,3.0,214000
105723,2011,26000,3.0,191900
105728,2003,7200,2.0,12230
105728,2005,25100,2.0,28150
105728,2007,28000,2.0,28150
105728,2009,4000,2.0,4030
105728,2011,2600,2.0,2630
105730,2003,6000,2.0,6001
105730,2005,19200,2.0,91200
105730,2007,330000,2.0,330000
105730,2009,4780,2.0,4782
105730,2011,25000,2.0,25000
105733,2003,4000,0.0,5300
105733,2005,2200,0.0,5441
105733,2007,5000,0.0,12000
105733,2009,7000,0.0,7000
105733,2011,500,0.0,500
105737,2003,1500,0.0,3500
105737,2005,400,0.0,53400
105737,2007,2000,0.0,47000
105737,2009,3000,0.0,41000
105737,2011,27000,0.0,57300
105738,2003,28000,2.0,109904
105738,2005,38400,2.0,110200
105738,2007,132000,2.0,167000
105738,2009,115700,2.0,162700
105738,2011,4000,2.0,194000
105739,2003,2800,0.0,2800
105739,2005,2450,0.0,2482
105739,2007,5588,0.0,5588
105739,2009,1100,0.0,1100
105739,2011,1000,0.0,1000
105740,2003,21242.15234375,3.0,96974
105740,2005,22286.51953125,3.0,103650
105740,2007,112000,3.0,184000
105740,2009,2000,3.0,2000
105740,2011,130134.6171875,3.0,201000
105743,2003,10710,2.0,22710
105743,2005,20700,2.0,20700
105743,2007,22000,2.0,22000
105743,2009,22000,2.0,22000
105743,2011,24000,2.0,24000
105744,2003,26885.869140625,4.0,48500
105744,2005,84700,4.0,112700
105744,2007,35242,4.0,87242
105744,2009,110000,4.0,167000
105744,2011,nan,nan,nan
105745,2003,72,2.0,72
105745,2005,500,2.0,500
105745,2007,3000,2.0,3000
105745,2009,863,2.0,863
105745,2011,2400,2.0,2400
105747,2003,32500,1.0,88000
105747,2005,8100,1.0,53100
105747,2007,46000,1.0,126900
105747,2009,33300,1.0,118150
105747,2011,40000,1.0,118400
105750,2003,3000,2.0,3000
105750,2005,4000,2.0,4027
105750,2007,5000,2.0,5027
105750,2009,3000,2.0,3027
105750,2011,3000,2.0,3027
105751,2003,29000,2.0,29025
105751,2005,40000,2.0,68025
105751,2007,20000,2.0,20000
105751,2009,38000,2.0,83000
105751,2011,35000,2.0,35005
105752,2003,12152,2.0,12152
105752,2005,12000,2.0,12000
105752,2007,13700,2.0,13700
105752,2009,8000,2.0,8000
105752,2011,4500,2.0,4500
105755,2003,6000,0.0,9950
105755,2005,68500,0.0,68500
105755,2007,14000,0.0,21000
105755,2009,4500,0.0,18520
105755,2011,10000,0.0,10010
105758,2003,100,4.0,100
105758,2005,15,4.0,15
105758,2007,250,2.0,250
105758,2009,250,-2.0,250
105758,2011,50,4.0,50
105760,2003,46000,2.0,123700
105760,2005,nan,nan,nan
105760,2007,nan,nan,nan
105760,2009,nan,nan,nan
105760,2011,nan,nan,nan
105761,2003,59550,0.0,60850
105761,2005,13500,0.0,14500
105761,2007,16000,0.0,16250
105761,2009,55960,0.0,56960
105761,2011,36500,0.0,37500
105762,2003,16000,2.0,16000
105762,2005,15200,2.0,15200
105762,2007,23500,2.0,23520
105762,2009,126000,2.0,126000
105762,2011,12500,2.0,12500
105763,2003,19015.138671875,2.0,125600
105763,2005,37954.453125,2.0,191958
105763,2007,17828.572265625,2.0,195000
105763,2009,64079.4765625,2.0,244479
105763,2011,100138.6953125,2.0,258800
105765,2003,6962,0.0,6962
105765,2005,8500,0.0,8500
105765,2007,5908,0.0,5908
105765,2009,13000,0.0,13000
105765,2011,5600,0.0,5600
105766,2003,9000,0.0,11500
105766,2005,20000,0.0,20000
105766,2007,3000,0.0,3000
105766,2009,20000,0.0,20200
105766,2011,22000,0.0,22200
105767,2003,26000,0.0,202020
105767,2005,80000,0.0,116100
105767,2007,17636.326171875,0.0,20112.951171875
105767,2009,605079.1875,0.0,610600
105767,2011,133000,0.0,204100
105768,2003,300000,0.0,300000
105768,2005,5000,0.0,20010
105768,2007,15655,0.0,15705
105768,2009,500,0.0,500
105768,2011,2000,0.0,252023
105769,2003,77847.6875,2.0,78292.53125
105769,2005,218000,2.0,418000
105769,2007,112500,2.0,172500
105769,2009,90000,2.0,91000
105769,2011,170000,2.0,230000
105770,2003,27600,3.0,30000
105770,2005,41000,3.0,67500
105770,2007,23800,3.0,54854
105770,2009,100000,3.0,105000
105770,2011,69000,3.0,113700
105772,2003,31000,2.0,31230
105772,2005,5600,2.0,5900
105772,2007,6245,2.0,6375
105772,2009,26000,2.0,26300
105772,2011,3000,2.0,3033
105773,2003,20950,0.0,20950
105773,2005,18000,0.0,18000
105773,2007,19000,0.0,38000
105773,2009,25000,0.0,25000
105773,2011,180,0.0,10180
105775,2003,12000,2.0,12000
105775,2005,3000,2.0,33000
105775,2007,nan,nan,nan
105775,2009,32100,2.0,32100
105775,2011,105000,2.0,112000
105776,2003,700,0.0,700
105776,2005,9000,0.0,9000
105776,2007,3500,0.0,3500
105776,2009,66000,0.0,66000
105776,2011,18000,2.0,18000
105777,2003,4500,2.0,5800
105777,2005,4500,2.0,5500
105777,2007,4500,2.0,4570
105777,2009,4500,2.0,4500
105777,2011,9000,2.0,9000
105779,2003,6000,0.0,37000
105779,2005,1440,0.0,25580
105779,2007,4000,0.0,52000
105779,2009,25000,0.0,55500
105779,2011,16955.5546875,0.0,65400
105781,2003,1,4.0,1
105781,2005,nan,nan,nan
105781,2007,nan,nan,nan
105781,2009,nan,nan,nan
105781,2011,nan,nan,nan
105783,2003,0,0.0,0
105783,2005,0,0.0,0
105783,2007,0,0.0,0
105783,2009,0,0.0,0
105783,2011,0,0.0,0
105785,2003,5000,2.0,5100
105785,2005,16300,2.0,17300
105785,2007,24000,2.0,25000
105785,2009,61000,2.0,61600
105785,2011,97500,2.0,104000
105786,2003,70000,2.0,70000
105786,2005,112000,2.0,112000
105786,2007,90000,2.0,90000
105786,2009,95000,2.0,95000
105786,2011,3000,2.0,93000
105788,2003,2192.84057617188,2.0,316500
105788,2005,81818.1796875,2.0,375000
105788,2007,55000,2.0,187000
105788,2009,119000,2.0,205000
105788,2011,25000,2.0,130000
105793,2003,1700,2.0,5700
105793,2005,5457,2.0,5457
105793,2007,5500,2.0,103500
105793,2009,400,2.0,400
105793,2011,100800,2.0,100800
105795,2003,35000,0.0,46000
105795,2005,34000,0.0,39000
105795,2007,8750,0.0,13750
105795,2009,700,-2.0,30700
105795,2011,9800,0.0,15800
105796,2003,200,4.0,200
105796,2005,nan,nan,nan
105796,2007,nan,nan,nan
105796,2009,nan,nan,nan
105796,2011,nan,nan,nan
105798,2003,318,-2.0,6318
105798,2005,3,4.0,3
105798,2007,920,4.0,920
105798,2009,440,4.0,440
105798,2011,241,4.0,241
105799,2003,4100,0.0,17210
105799,2005,28000,0.0,36700
105799,2007,30200,0.0,30320
105799,2009,35000,0.0,75000
105799,2011,9290,0.0,9315
105800,2003,5000,0.0,18500
105800,2005,88000,0.0,88600
105800,2007,67933,0.0,192433
105800,2009,97000,0.0,195600
105800,2011,160000,0.0,240600
105801,2003,1650,0.0,15150
105801,2005,2500,0.0,22200
105801,2007,11000,0.0,18500
105801,2009,4500,0.0,17500
105801,2011,32000,0.0,32300
105802,2003,5000,0.0,5000
105802,2005,6000,0.0,6000
105802,2007,4000,0.0,4000
105802,2009,4000,0.0,4000
105802,2011,2000,0.0,2000
105803,2003,8000,3.0,8000
105803,2005,nan,nan,nan
105803,2007,nan,nan,nan
105803,2009,nan,nan,nan
105803,2011,73000,3.0,78000
105804,2003,62000,0.0,115500
105804,2005,48580.71875,0.0,92200
105804,2007,16000,0.0,42000
105804,2009,13000,0.0,61500
105804,2011,59000,0.0,141200
105810,2003,200,3.0,600
105810,2005,200,3.0,20200
105810,2007,200,3.0,6200
105810,2009,10000,3.0,20000
105810,2011,200,3.0,2700
105812,2003,3657.34204101563,2.0,33906
105812,2005,15000,2.0,71000
105812,2007,10807.017578125,2.0,77000
105812,2009,41000,2.0,67100
105812,2011,9000,2.0,44006
105814,2003,31287.048828125,0.0,45254
105814,2005,65000,0.0,84405
105814,2007,227000,0.0,314600
105814,2009,180000,0.0,274000
105814,2011,231000,3.0,285000
105815,2003,77000,2.0,284000
105815,2005,93950,2.0,135950
105815,2007,1400,2.0,29499.50390625
105815,2009,20000,2.0,132000
105815,2011,10400,2.0,16001
105817,2003,4500,0.0,4500
105817,2005,100,0.0,100
105817,2007,1000,0.0,1000
105817,2009,14000,0.0,14000
105817,2011,10000,0.0,10000
105818,2003,11000,2.0,11000
105818,2005,nan,nan,nan
105818,2007,nan,nan,nan
105818,2009,nan,nan,nan
105818,2011,nan,nan,nan
105819,2003,31,4.0,31
105819,2005,1,4.0,101
105819,2007,100,4.0,100
105819,2009,30,4.0,30
105819,2011,50,4.0,50
105820,2003,800,2.0,800
105820,2005,1080,2.0,1080
105820,2007,5000,2.0,5010
105820,2009,150000,2.0,286000
105820,2011,12124,2.0,24124
105821,2003,25000,2.0,236550
105821,2005,101451.3671875,2.0,339041
105821,2007,11000,2.0,227500
105821,2009,51212.01953125,2.0,287700
105821,2011,113639.28125,2.0,439300
105822,2003,21000,2.0,31001
105822,2005,9500,2.0,13369
105822,2007,25000,2.0,30260
105822,2009,9350,2.0,13355
105822,2011,9500,2.0,12110
105823,2003,15000,1.0,32500
105823,2005,10500,1.0,52000
105823,2007,21500,1.0,22800
105823,2009,39000,1.0,217000
105823,2011,33000,1.0,327000
105825,2003,0,2.0,0
105825,2005,442,2.0,442
105825,2007,200,2.0,200
105825,2009,4000,2.0,4000
105825,2011,50,2.0,50
105826,2003,27500,4.0,66000
105826,2005,10000,2.0,56450
105826,2007,36000,2.0,83000
105826,2009,40000,2.0,76000
105826,2011,56000,2.0,77150
105829,2003,27600,2.0,84600
105829,2005,21000,2.0,53500
105829,2007,22000,2.0,165000
105829,2009,4400,2.0,9900
105829,2011,8000,2.0,8000
105831,2003,13000,0.0,21000
105831,2005,24000,0.0,44000
105831,2007,16500,0.0,24500
105831,2009,19333,0.0,20133
105831,2011,13620,0.0,13620
105835,2003,3500,2.0,3500
105835,2005,7000,2.0,7000
105835,2007,3000,2.0,3000
105835,2009,7300,2.0,7300
105835,2011,1540,2.0,1540
105836,2003,3000,4.0,3020
105836,2005,8500,2.0,8500
105836,2007,6400,2.0,6400
105836,2009,nan,nan,nan
105836,2011,nan,nan,nan
105837,2003,46000,0.0,46000
105837,2005,14000,0.0,20500
105837,2007,12500,0.0,12500
105837,2009,5000,0.0,5000
105837,2011,6000,0.0,12000
105839,2003,26000,0.0,62000
105839,2005,920,0.0,15570
105839,2007,1000,0.0,43950
105839,2009,37000,0.0,81505
105839,2011,nan,nan,nan
105840,2003,81536.875,1.0,258588.375
105840,2005,259228.140625,1.0,259228.140625
105840,2007,80000,1.0,198000
105840,2009,13000,1.0,30020
105840,2011,318036,1.0,318036
105849,2003,8000,0.0,59000
105849,2005,7200,0.0,56200
105849,2007,10400,0.0,54400
105849,2009,7000,0.0,23000
105849,2011,4460,0.0,34060
105850,2003,3600,2.0,3600
105850,2005,5000,2.0,5000
105850,2007,6000,2.0,6000
105850,2009,100000,2.0,100000
105850,2011,5000,2.0,5000
105851,2003,1500,1.0,8504
105851,2005,2500,1.0,6000
105851,2007,3000,1.0,7004
105851,2009,7300,1.0,11804
105851,2011,12000,1.0,12000
105853,2003,35000,2.0,73005
105853,2005,150924.296875,2.0,503166.25
105853,2007,80500,2.0,170000
105853,2009,107500,2.0,163750
105853,2011,102700,2.0,207200
105856,2003,8000,2.0,10207
105856,2005,21000,2.0,22009
105856,2007,35400,4.0,35407
105856,2009,44000,4.0,44007
105856,2011,53800,2.0,53804
105857,2003,1000,2.0,27300
105857,2005,1800,2.0,17550
105857,2007,1800,2.0,1900
105857,2009,6400,2.0,6400
105857,2011,1000,2.0,1000
105858,2003,4000,4.0,4000
105858,2005,2800,4.0,2800
105858,2007,nan,nan,nan
105858,2009,nan,nan,nan
105858,2011,nan,nan,nan
105860,2003,13000,2.0,33000
105860,2005,6100,2.0,13100
105860,2007,25000,2.0,25000
105860,2009,15600,2.0,23600
105860,2011,15500,2.0,15500
105861,2003,42000,0.0,86500
105861,2005,65300,0.0,101700
105861,2007,74500,0.0,117850
105861,2009,73000,0.0,94000
105861,2011,74500,0.0,82800
105862,2003,86000,0.0,88000
105862,2005,90000,0.0,92000
105862,2007,100000,0.0,105800
105862,2009,38000,0.0,43000
105862,2011,nan,nan,nan
105863,2003,35000,2.0,41150
105863,2005,35000,2.0,35000
105863,2007,7000,2.0,147100
105863,2009,25000,2.0,75150
105863,2011,1200,2.0,69710
105864,2003,16718.66796875,0.0,27457
105864,2005,nan,nan,nan
105864,2007,nan,nan,nan
105864,2009,nan,nan,nan
105864,2011,66745,-2.0,97887
105866,2003,20619.181640625,0.0,666013
105866,2005,32000,0.0,67616
105866,2007,213000,0.0,283015
105866,2009,270000,0.0,746000
105866,2011,300000,0.0,892000
105867,2003,22000,0.0,44500
105867,2005,7500,0.0,98000
105867,2007,37000,0.0,37005
105867,2009,29000,0.0,64000
105867,2011,20000,0.0,41000
105875,2003,100000,3.0,164000
105875,2005,61065.65625,3.0,160500
105875,2007,78000,3.0,108000
105875,2009,4744.18603515625,3.0,76500
105875,2011,2000,3.0,62000
105877,2003,0,0.0,500
105877,2005,6000,0.0,6000
105877,2007,1700,0.0,1700
105877,2009,1000,0.0,1000
105877,2011,2000,0.0,2000
105878,2003,12000,2.0,470050
105878,2005,47000,2.0,220000
105878,2007,38000,2.0,149960
105878,2009, ,2.0, 
105878,2011,nan,nan,nan
105879,2003,2000,0.0,2000
105879,2005,nan,nan,nan
105879,2007,nan,nan,nan
105879,2009,nan,nan,nan
105879,2011,nan,nan,nan
105881,2003,18000,2.0,18000
105881,2005,5000,2.0,5000
105881,2007,5000,2.0,5000
105881,2009,4500,2.0,5400
105881,2011,9000,2.0,9000
105883,2003,87687.5,4.0,122000
105883,2005,18000,4.0,18000
105883,2007,31000,4.0,31000
105883,2009,45150,4.0,45150
105883,2011,43000,4.0,47000
105887,2003,13000,0.0,128000
105887,2005,59000,0.0,59404
105887,2007,45632.76953125,0.0,98500
105887,2009,0,0.0,0
105887,2011,27000,0.0,49500
105891,2003,12425,0.0,21425
105891,2005,180000,0.0,180101
105891,2007,30000,0.0,55000
105891,2009,4800,0.0,24800
105891,2011,13000.0,0.0,43000.0
105893,2003,23000,3.0,52100
105893,2005,71000,3.0,173900
105893,2007,39000,3.0,114735
105893,2009,34000,3.0,34000
105893,2011,nan,nan,nan
105894,2003,50,0.0,50
105894,2005,1328.94738769531,0.0,4040
105894,2007,770.370361328125,0.0,2080
105894,2009,500,0.0,1180
105894,2011,343,0.0,1023
105895,2003,33500,4.0,68500
105895,2005,44500,2.0,75500
105895,2007,156069.203125,2.0,284100
105895,2009,308000,4.0,326000
105895,2011,24000,4.0,111000
105896,2003,23095.52734375,0.0,39839.78515625
105896,2005,5000,0.0,21750
105896,2007,6000,0.0,32200
105896,2009,10200,0.0,28002
105896,2011,7000,0.0,28200
105897,2003,37200,0.0,232200
105897,2005,47000,0.0,132000
105897,2007,20500,0.0,222500
105897,2009,198958.453125,0.0,214400
105897,2011,nan,nan,nan
105899,2003,31544.5546875,2.0,53100
105899,2005,nan,nan,nan
105899,2007,nan,nan,nan
105899,2009,nan,nan,nan
105899,2011,nan,nan,nan
105902,2003,9800,2.0,14800
105902,2005,58000,2.0,58000
105902,2007,38500,2.0,58500
105902,2009,31500,2.0,40500
105902,2011,22500,2.0,28500
105904,2003,63000,1.0,65540
105904,2005,140000,1.0,140000
105904,2007,36000,1.0,40500
105904,2009,nan,nan,nan
105904,2011,45000,1.0,58000
105905,2003,9000,4.0,29000
105905,2005,1000,4.0,40000
105905,2007,6000,4.0,48000
105905,2009,16000,4.0,28300
105905,2011,15000,2.0,17000
105909,2003,13870,2.0,16370
105909,2005,25000,2.0,31000
105909,2007,24000,2.0,30000
105909,2009,9000,2.0,9000
105909,2011,10200,2.0,10200
105910,2003,1500,0.0,7500
105910,2005,1200,0.0,2286
105910,2007,9000,0.0,9000
105910,2009,500,0.0,50500
105910,2011,4000,0.0,4000
105911,2003,0,4.0,0
105911,2005,0,4.0,0
105911,2007,30000,2.0,35000
105911,2009,0,2.0,0
105911,2011,2900,2.0,2900
105912,2003,195248.78125,1.0,591750
105912,2005,150000,1.0,718000
105912,2007,67000,1.0,791000
105912,2009,305000,1.0,926000
105912,2011,113000,1.0,1129000
105913,2003,7000,4.0,8210
105913,2005,11000,4.0,12225
105913,2007,8000,2.0,8050
105913,2009,35000,2.0,35000
105913,2011,18000,2.0,173000
105914,2003,3000,2.0,3015
105914,2005,3000,2.0,3030
105914,2007,nan,nan,nan
105914,2009,nan,nan,nan
105914,2011,nan,nan,nan
105916,2003,21000,2.0,31000
105916,2005,22000,2.0,23200
105916,2007,0,2.0,0
105916,2009,75000,2.0,75000
105916,2011,100000,2.0,100000
105919,2003,2800,0.0,12800
105919,2005,2800,0.0,18800
105919,2007,2000,0.0,17000
105919,2009,1000,0.0,1000
105919,2011,1000,0.0,1000
105920,2003,700,2.0,700
105920,2005,nan,nan,nan
105920,2007,10500,2.0,10500
105920,2009,23500,2.0,23500
105920,2011,105000,2.0,105000
105921,2003,0,0.0,0
105921,2005,400,0.0,400
105921,2007,0,0.0,0
105921,2009,0,0.0,0
105921,2011,0,0.0,0
105922,2003,1000,4.0,1000
105922,2005,2300,2.0,2310
105922,2007,4000,4.0,4000
105922,2009,9571,4.0,9581
105922,2011,6000,4.0,6010
105924,2003,21825,2.0,22825
105924,2005,nan,nan,nan
105924,2007,nan,nan,nan
105924,2009,nan,nan,nan
105924,2011,nan,nan,nan
105926,2003,21000,1.0,36040
105926,2005,56000,1.0,186013
105926,2007,25000,1.0,98509.5078125
105926,2009,14066.509765625,1.0,236368
105926,2011,20000,1.0,45100
105927,2003,13000,0.0,26700
105927,2005,7000,0.0,17500
105927,2007,26000,0.0,45580
105927,2009,1500,0.0,4500
105927,2011,53000,0.0,53100
105929,2003,5,4.0,5
105929,2005,405,2.0,405
105929,2007,1579.63720703125,4.0,1579.63720703125
105929,2009,1400,2.0,26400
105929,2011,5000,2.0,5000
105934,2003,7500,0.0,12400
105934,2005,7500,0.0,17800
105934,2007,22000,0.0,48000
105934,2009,14800,0.0,21600
105934,2011,12000,0.0,37000
105935,2003,100780.140625,0.0,101500
105935,2005,11650,0.0,11950
105935,2007,34272,0.0,34372
105935,2009,30379,0.0,30679
105935,2011,22500,0.0,22800
105937,2003,4200,0.0,4200
105937,2005,17400,0.0,17400
105937,2007,300,0.0,300
105937,2009,7500,0.0,7500
105937,2011,256,0.0,256
105939,2003,35000,-2.0,226000
105939,2005,1500,3.0,105502
105939,2007,nan,nan,nan
105939,2009,nan,nan,nan
105939,2011,nan,nan,nan
105940,2003,29000,1.0,29025
105940,2005,40000,1.0,68025
105940,2007,20000,1.0,20000
105940,2009,38000,1.0,83000
105940,2011,35000,1.0,35005
105942,2003,7703,4.0,17703
105942,2005,nan,nan,nan
105942,2007,nan,nan,nan
105942,2009,nan,nan,nan
105942,2011,nan,nan,nan
105946,2003,35000,2.0,65000
105946,2005,8021.7392578125,2.0,61500
105946,2007,2000,2.0,62000
105946,2009,6000,2.0,66000
105946,2011,50000,2.0,50000
105947,2003,23801,0.0,28803
105947,2005,119532.3984375,0.0,234010
105947,2007,80000,0.0,103215
105947,2009,219051.25,0.0,227510
105947,2011,51600,0.0,66120
105948,2003,1150,4.0,1250
105948,2005,3877,4.0,3877
105948,2007,4350,2.0,4350
105948,2009,4400,2.0,4400
105948,2011,5000,2.0,5000
105949,2003,4800,2.0,4800
105949,2005,17000,2.0,17000
105949,2007,20700,2.0,20700
105949,2009,nan,nan,nan
105949,2011,nan,nan,nan
105951,2003,7040,2.0,7076
105951,2005, ,2.0, 
105951,2007,4500,-8.0,5800
105951,2009,9000,2.0,12000
105951,2011,43000,2.0,49230
105952,2003,8000,0.0,8000
105952,2005,37300,0.0,37300
105952,2007,30500,0.0,30500
105952,2009,40000,0.0,40000
105952,2011,25000,0.0,35000
105956,2003,2000,0.0,2000
105956,2005,45000,0.0,150000
105956,2007,96000,0.0,164000
105956,2009,nan,nan,nan
105956,2011,nan,nan,nan
105957,2003,0,2.0,0
105957,2005,0,2.0,300
105957,2007,0,2.0,0
105957,2009,0,2.0,0
105957,2011,160,2.0,160
105958,2003,18000,0.0,19500
105958,2005,0,0.0,7000
105958,2007,3050,0.0,3050
105958,2009,2000,0.0,2000
105958,2011,2300,0.0,2300
105959,2003,2000,0.0,2000
105959,2005,1800,0.0,1802
105959,2007,2000,0.0,2002
105959,2009,2000,0.0,2002
105959,2011,75000,0.0,75000
105960,2003,0,4.0,0
105960,2005,4000,4.0,4000
105960,2007,3400,4.0,3400
105960,2009,3000,4.0,3000
105960,2011,2000,4.0,2000
105961,2003,29000,4.0,73120
105961,2005,219120.546875,4.0,342600
105961,2007,148000,4.0,153000
105961,2009,128000,4.0,153020
105961,2011,95000,2.0,97000
105963,2003,1640,4.0,12650
105963,2005,1350,4.0,1354
105963,2007,2450,4.0,2450
105963,2009,2800,4.0,6650
105963,2011,23600,4.0,34400
105965,2003,2000,4.0,2000
105965,2005,1400,4.0,1400
105965,2007,2000,4.0,2000
105965,2009,20000,4.0,20000
105965,2011,3306,4.0,3306
105966,2003,66559.3359375,1.0,74185
105966,2005,33031,1.0,61231
105966,2007,25065.5859375,1.0,53115
105966,2009,21627.119140625,1.0,63800
105966,2011,2493,1.0,55493
105968,2003,1200,4.0,1200
105968,2005,1149,4.0,1149
105968,2007,3300,4.0,3300
105968,2009,4688,4.0,4688
105968,2011,6047,4.0,6047
105970,2003,253076.34375,4.0,315800
105970,2005,432873.25,4.0,484000
105970,2007,193333.34375,4.0,290000
105970,2009,166666.671875,4.0,250000
105970,2011,156071.4375,4.0,237500
105972,2003,3000,0.0,23020
105972,2005,32000,0.0,40000
105972,2007,nan,nan,nan
105972,2009,nan,nan,nan
105972,2011,nan,nan,nan
105974,2003,53770.5390625,0.0,70300
105974,2005,42136.36328125,0.0,51500
105974,2007,18744,0.0,36544
105974,2009,21500,0.0,24300
105974,2011,28000,0.0,32800
105975,2003,55000,0.0,56020
105975,2005,32000,0.0,32020
105975,2007,40000,0.0,41000
105975,2009,35000,0.0,39015
105975,2011,38000,0.0,38530
105976,2003,1000,2.0,1000
105976,2005,350,2.0,350
105976,2007,0,2.0,0
105976,2009,1000,2.0,1000
105976,2011,1000,2.0,1000
105977,2003,7000,0.0,7005
105977,2005,20006,0.0,20106
105977,2007,14556,0.0,16556
105977,2009,63000,0.0,63027
105977,2011,113000,0.0,113060
105978,2003,202511.4375,0.0,364624
105978,2005,11600,0.0,41630
105978,2007,26000,0.0,116500
105978,2009,13300,0.0,21700
105978,2011,8100,0.0,13400
105979,2003,0,4.0,0
105979,2005,0,2.0,0
105979,2007,nan,nan,nan
105979,2009,nan,nan,nan
105979,2011,nan,nan,nan
105980,2003,300000,2.0,300000
105980,2005,5000,2.0,20010
105980,2007,15655,2.0,15705
105980,2009,500,2.0,500
105980,2011,2000,2.0,252023
105981,2003,22000,3.0,722200
105981,2005,43911.98828125,3.0,275600
105981,2007,0,3.0,0
105981,2009,15300,3.0,65300
105981,2011,nan,nan,nan
105986,2003,0,4.0,0
105986,2005,300,4.0,300
105986,2007,100,4.0,100
105986,2009,6,4.0,6
105986,2011,10500,4.0,10500
105987,2003,137800,2.0,137800
105987,2005,35500,2.0,136500
105987,2007,21000,2.0,62300
105987,2009,nan,nan,nan
105987,2011,nan,nan,nan
105988,2003,32500,0.0,88000
105988,2005,8100,0.0,53100
105988,2007,46000,0.0,126900
105988,2009,33300,0.0,118150
105988,2011,40000,0.0,118400
105989,2003,232941.171875,0.0,330000
105989,2005,20000,0.0,48000
105989,2007,200000,0.0,326000
105989,2009,20000,0.0,127200
105989,2011,50000,0.0,70000
105991,2003,28400,2.0,40600
105991,2005,48000,2.0,59000
105991,2007,nan,nan,nan
105991,2009,nan,nan,nan
105991,2011,nan,nan,nan
105994,2003,17000,0.0,30800
105994,2005,6000,0.0,16000
105994,2007,7000,0.0,16200
105994,2009,2000,0.0,25000
105994,2011,8000,0.0,31000
105996,2003,27000,3.0,62060
105996,2005,28000,3.0,29000
105996,2007,6188.6650390625,3.0,130160
105996,2009,40000,3.0,40060
105996,2011,13000,3.0,13000
105997,2003,350,1.0,350
105997,2005,650,1.0,650
105997,2007,2000,1.0,2000
105997,2009,250,1.0,250
105997,2011,7000,1.0,7000
105998,2003,400,2.0,5900
105998,2005,6000,2.0,46000
105998,2007,200,2.0,1250
105998,2009,4071.42846679688,2.0,38000
105998,2011,1000,2.0,21000
106001,2003,53500,2.0,115504
106001,2005,nan,nan,nan
106001,2007,nan,nan,nan
106001,2009,nan,nan,nan
106001,2011,nan,nan,nan
106003,2003,77286.2734375,3.0,105555
106003,2005,39500,3.0,59600
106003,2007,60000,3.0,78700
106003,2009,98000,3.0,107000
106003,2011,96000,3.0,115000
106004,2003,8000,0.0,11000
106004,2005,8750,0.0,14000
106004,2007,700,0.0,3100
106004,2009,13000,0.0,15500
106004,2011,23000,0.0,23000
106005,2003,24000,2.0,65003
106005,2005,33500,2.0,35955
106005,2007,21000,2.0,21000
106005,2009,64329.94921875,2.0,65550
106005,2011,16000,2.0,17223
106006,2003,244000,0.0,266000
106006,2005,188598,0.0,216896
106006,2007,190073,0.0,215073
106006,2009,32900,0.0,35900
106006,2011,630,0.0,26630
106013,2003,15,0.0,15
106013,2005,750,0.0,750
106013,2007,52000,0.0,52000
106013,2009,73900.265625,0.0,74100
106013,2011,27100,0.0,28100
106014,2003,1200,0.0,1200
106014,2005,9000,0.0,9010
106014,2007,nan,nan,nan
106014,2009,nan,nan,nan
106014,2011,nan,nan,nan
106015,2003,19000,2.0,72002
106015,2005,26800,2.0,70962
106015,2007,47000,2.0,107000
106015,2009,33000,2.0,76000
106015,2011,65000,2.0,293000
106019,2003,13000,2.0,62000
106019,2005,33000,2.0,73760
106019,2007,34000,2.0,71375
106019,2009,30500,2.0,76500
106019,2011,76000,2.0,76000
106020,2003,4000,0.0,4000
106020,2005,2000,0.0,2000
106020,2007,3000,0.0,3000
106020,2009,15000,0.0,15000
106020,2011,9000,0.0,9000
106021,2003,3000,2.0,23020
106021,2005,32000,2.0,40000
106021,2007, ,2.0, 
106021,2009, ,2.0, 
106021,2011, ,2.0, 
106023,2003,1500,0.0,8504
106023,2005,2500,0.0,6000
106023,2007,3000,0.0,7004
106023,2009,7300,0.0,11804
106023,2011,12000,0.0,12000
106025,2003,500,2.0,500
106025,2005,400,2.0,400
106025,2007,600,2.0,600
106025,2009,70,2.0,70
106025,2011,1500,2.0,1500
106026,2003,1000,0.0,1020
106026,2005,16000,0.0,16020
106026,2007,3798.404296875,0.0,3860
106026,2009,63099.921875,0.0,63150
106026,2011,20000,0.0,20030
106028,2003,23490.56640625,0.0,83000
106028,2005,153899.71875,0.0,212500
106028,2007,104000,0.0,168015
106028,2009,74000,0.0,129006
106028,2011,89000,0.0,155000
106031,2003,3000,4.0,8020
106031,2005,39750,2.0,51755
106031,2007,174968.453125,2.0,190993.96875
106031,2009,612000,2.0,625434
106031,2011,310000,2.0,410060
106034,2003,15000,0.0,85150
106034,2005,36232.3359375,0.0,78700
106034,2007,58502.83203125,0.0,100250
106034,2009,40000,0.0,99100
106034,2011,86000,0.0,166100
106035,2003,13000,0.0,129500
